Player,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,Team
MasonMMontgomeryMontgomeryP,0,0,1.86,9,0,0,0,0,0,9.2,6,2,2,0.0,0.0,5,17,1.14,.188,TB
WesleyWMooreMooreP,0,1,27.00,1,0,0,0,0,0,0.1,2,1,1,0.0,0.0,1,0,9.00,0.667,PHI
ZaneZMorehouseMorehouseP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,2,0,6.00,0.0,CLE
LuisLMorenoMorenoP,0,0,20.25,1,0,0,0,0,0,1.1,3,3,3,0.0,0.0,2,0,3.75,0.429,NYM
AlfredAMorilloMorilloP,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0.0,0.0,1,0,2.00,0.333,AZ
CharlieCMortonMortonP,138,123,4.01,383,382,3,2,0,0,2125.2,1991,1045,948,203.0,186.0,787,2047,1.31,.249,BAL
OddanierOMosquedaMosquedaP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,0,0.00,0.0,STL
RolddyRMunozMunozP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,0,0.00,0.0,ATL
LukeLMurphyMurphyP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,0,0.00,0.0,LAA
TylerTMyrickMyrickP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,0,0.00,0.0,SF
TimTNaughtonNaughtonP,0,0,0.00,1,0,0,0,0,0,0.1,1,0,0,0.0,0.0,1,0,6.00,0.5,DET
TysonTNeighborsNeighborsP,0,0,0.00,1,0,0,0,0,0,0.1,1,0,0,0.0,0.0,0,0,3.00,0.5,SD
ShinnosukeSOgasawaraOgasawaraP,1,0,0.00,1,1,0,0,0,0,1.0,1,0,0,0.0,0.0,0,0,1.00,0.25,WSH
PeytonPPallettePalletteP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,0,0.00,0.0,CWS
ColeCPaplhamPaplhamP,0,0,54.00,1,0,0,0,0,0,0.1,2,2,2,0.0,1.0,0,0,6.00,0.667,SD
EricEPardinhoPardinhoP,0,0,40.50,1,0,0,0,0,0,0.2,3,3,3,1.0,0.0,1,0,6.00,0.6,TOR
EnoliEParedesParedesP,4,3,3.00,55,0,0,0,1,3,54.0,41,24,18,1.0,5.0,41,53,1.52,.210,ATL
NateNPearsonPearsonP,9,5,4.75,112,6,0,0,3,7,142.0,131,82,75,26.0,6.0,64,153,1.37,.243,CHC
CarlosCPenaPenaP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,0,0.00,0.0,DET
KonnorKPilkingtonPilkingtonP,1,2,3.75,16,11,0,0,0,0,60.0,54,30,25,6.0,2.0,33,52,1.45,.235,WSH
PJPPoulinPoulinP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,0,0.00,0.0,DET
QuinnQPriesterPriesterP,6,9,6.23,21,15,0,0,0,0,99.2,114,73,69,19.0,6.0,41,69,1.56,.284,BOS
CionelCPrezPrezP,15,6,3.80,238,0,0,0,6,9,215.1,194,108,91,15.0,10.0,111,197,1.42,.238,BAL
StefanSRaethRaethP,0,0,0.00,1,0,0,0,0,0,0.2,1,0,0,0.0,0.0,1,0,3.00,0.333,SEA
WilkinWRamosRamosP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,0,0.00,0.0,PIT
LivanLReinosoReinosoP,0,0,13.50,1,0,0,0,0,1,0.2,1,1,1,0.0,0.0,2,0,4.50,0.5,LAD
YaquiYRiveraRiveraP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,0,0.00,0.0,BAL
SemSRobberseRobberseP,0,1,94.50,1,0,0,0,0,1,0.2,9,9,7,2.0,1.0,0,0,13.50,0.75,STL
DomingoDRoblesRoblesP,0,0,18.00,1,0,0,0,0,0,1.0,1,2,2,1.0,0.0,2,0,3.00,0.333,ATH
